,task_id,pretty_formula,band_gap,unit_cell_formula,nsites,e_above_hull,elements,volume
6749,mp-27472,NbSbF10,4.3499,"{'F': 20.0, 'Nb': 2.0, 'Sb': 2.0}",24,0,"['F', 'Nb', 'Sb']",410.321599993612
6754,mp-28548,Li8GeO6,3.4877,"{'Ge': 2.0, 'Li': 16.0, 'O': 12.0}",30,0.001468242666668,"['Ge', 'Li', 'O']",290.69551002908
6757,mp-29417,Na3ScBr6,3.3731,"{'Na': 6.0, 'Sc': 2.0, 'Br': 12.0}",20,0,"['Br', 'Na', 'Sc']",628.787751836187
6785,mp-468,AlF3,7.6012,"{'Al': 2.0, 'F': 6.0}",8,0,"['Al', 'F']",91.6192487615411
6810,mp-547244,SrBiClO2,3.3117,"{'Cl': 2.0, 'Bi': 2.0, 'Sr': 2.0, 'O': 4.0}",10,0,"['Sr', 'Bi', 'Cl', 'O']",209.26031483811
6813,mp-553896,K3MoF6,3.3552,"{'F': 6.0, 'K': 3.0, 'Mo': 1.0}",10,0,"['K', 'Mo', 'F']",195.093525959683
6815,mp-554142,Ge(TeO3)2,3.789,"{'Ge': 2.0, 'Te': 4.0, 'O': 12.0}",18,0,"['Ge', 'O', 'Te']",283.041960094557
6838,mp-559752,CsZnPO4,3.9582,"{'Cs': 4.0, 'Zn': 4.0, 'P': 4.0, 'O': 16.0}",28,0.001711311071428,"['Cs', 'O', 'P', 'Zn']",491.541431861034
6841,mp-560449,K3Ni2F7,4.6238,"{'K': 3.0, 'Ni': 2.0, 'F': 7.0}",12,0,"['F', 'K', 'Ni']",176.823008088046
7206,mp-1225854,CsTaWO6,3.0684,"{'Cs': 2.0, 'Ta': 2.0, 'W': 2.0, 'O': 12.0}",18,0,"['Cs', 'O', 'Ta', 'W']",292.086608488956
7244,mp-16903,SrSbF5,4.7617,"{'F': 20.0, 'Sr': 4.0, 'Sb': 4.0}",28,0,"['F', 'Sb', 'Sr']",457.964603997968
7275,mp-30231,RbGaCl4,4.4001,"{'Cl': 16.0, 'Ga': 4.0, 'Rb': 4.0}",24,0,"['Cl', 'Ga', 'Rb']",798.464355513926
7293,mp-552120,YClO,4.2988,"{'Cl': 2.0, 'Y': 2.0, 'O': 2.0}",6,0,"['Cl', 'O', 'Y']",121.620870730306
7305,mp-561551,Y2Si2O7,5.176,"{'Y': 4.0, 'Si': 4.0, 'O': 14.0}",22,0.009985425909091,"['O', 'Si', 'Y']",291.666993884279
7308,mp-567278,Sr(Si3N4)2,3.2151,"{'Sr': 1.0, 'Si': 6.0, 'N': 8.0}",15,0,"['Sr', 'Si', 'N']",179.499052642483
7585,mp-1103709,Rb2Cd(IBr)2,3.1689,"{'Rb': 4.0, 'Cd': 2.0, 'I': 4.0, 'Br': 4.0}",14,0,"['Br', 'Cd', 'I', 'Rb']",630.320083424791
7634,mp-1193222,LiMgAlF6,7.5838,"{'Li': 3.0, 'Mg': 3.0, 'Al': 3.0, 'F': 18.0}",27,0,"['Al', 'F', 'Li', 'Mg']",283.584503238233
7673,mp-1210920,LiGd(WO4)2,3.3386,"{'Li': 2.0, 'Gd': 2.0, 'W': 4.0, 'O': 16.0}",24,0,"['Gd', 'Li', 'O', 'W']",309.086858946613
7702,mp-1221952,MgTi2NiO6,3.1159,"{'Mg': 1.0, 'Ti': 2.0, 'Ni': 1.0, 'O': 6.0}",10,0,"['Mg', 'Ni', 'O', 'Ti']",104.693024874423
7740,mp-1249,MgF2,6.824,"{'F': 4.0, 'Mg': 2.0}",6,0,"['Mg', 'F']",68.1730627135498
7781,mp-28564,Rb4PbBr6,3.9009,"{'Br': 12.0, 'Rb': 8.0, 'Pb': 2.0}",22,0,"['Br', 'Pb', 'Rb']",900.445453173263
7796,mp-4624,TaBO4,3.4373,"{'B': 2.0, 'O': 8.0, 'Ta': 2.0}",12,0,"['B', 'O', 'Ta']",109.063276924796
7805,mp-554722,Y3GaO6,3.682,"{'Y': 6.0, 'Ga': 2.0, 'O': 12.0}",20,0.0046904245,"['Ga', 'O', 'Y']",273.260759941074
7817,mp-558022,SrBPO5,5.3837,"{'Sr': 3.0, 'B': 3.0, 'P': 3.0, 'O': 15.0}",24,0.00018760875,"['B', 'O', 'P', 'Sr']",287.240786010368
7894,mp-760109,Bi2(SO4)3,4.2186,"{'Bi': 4.0, 'S': 6.0, 'O': 24.0}",34,0,"['Bi', 'O', 'S']",595.441303467287
7923,mp-774567,Er2TiO5,3.2959,"{'Er': 8.0, 'Ti': 4.0, 'O': 20.0}",32,0,"['Er', 'O', 'Ti']",431.615543725949
7988,mp-989541,Rb2NaSbF6,4.1306,"{'Rb': 2.0, 'Na': 1.0, 'Sb': 1.0, 'F': 6.0}",10,0,"['Rb', 'Na', 'Sb', 'F']",185.787195434873
8058,mp-11107,Ac2O3,3.5231,"{'O': 3.0, 'Ac': 2.0}",5,0,"['Ac', 'O']",92.8823746500397
8063,mp-1112622,Cs2ScAgCl6,3.3165,"{'Cs': 2.0, 'Sc': 1.0, 'Ag': 1.0, 'Cl': 6.0}",10,0,"['Ag', 'Cl', 'Cs', 'Sc']",297.883307934532
8317,mp-28679,NaGaBr4,3.483,"{'Na': 4.0, 'Ga': 4.0, 'Br': 16.0}",24,0,"['Br', 'Ga', 'Na']",836.488259834168
8389,mp-661,AlN,4.054,"{'N': 2.0, 'Al': 2.0}",4,0,"['Al', 'N']",42.5272833628419
8411,mp-754118,Sr(AsO3)2,3.2748,"{'Sr': 1.0, 'As': 2.0, 'O': 6.0}",9,0.000327227222222,"['As', 'O', 'Sr']",117.064395157425
8496,mvc-15861,MgWF6,3.746,"{'Mg': 1.0, 'W': 1.0, 'F': 6.0}",8,0,"['Mg', 'W', 'F']",119.280621869219
8803,mp-23251,KBr,4.3102,"{'K': 1.0, 'Br': 1.0}",2,0,"['K', 'Br']",75.7352984340607
8821,mp-30119,Cs3AsO4,3.3566,"{'O': 16.0, 'As': 4.0, 'Cs': 12.0}",32,0,"['As', 'Cs', 'O']",789.96575183082
8837,mp-541226,CsBrF6,4.0158,"{'Cs': 1.0, 'Br': 1.0, 'F': 6.0}",8,0,"['Br', 'Cs', 'F']",153.736525590904
8840,mp-552806,BaBiClO2,3.1907,"{'Ba': 2.0, 'Cl': 2.0, 'O': 4.0, 'Bi': 2.0}",10,0,"['Ba', 'Bi', 'Cl', 'O']",232.140683029452
8846,mp-555605,KMnPO4,3.1953,"{'K': 4.0, 'Mn': 4.0, 'P': 4.0, 'O': 16.0}",28,0,"['K', 'Mn', 'O', 'P']",443.33872994135
8855,mp-558952,Sr2VClO4,3.7753,"{'Sr': 8.0, 'V': 4.0, 'Cl': 4.0, 'O': 16.0}",32,0,"['Cl', 'O', 'Sr', 'V']",588.023362086881
8871,mp-622195,CsSO3F,5.1506,"{'Cs': 4.0, 'S': 4.0, 'O': 12.0, 'F': 4.0}",24,0,"['Cs', 'F', 'O', 'S']",490.885447821734
8913,mp-754815,YBr3,3.9934,"{'Y': 2.0, 'Br': 6.0}",8,0,"['Y', 'Br']",313.466083248614
8940,mp-764613,Li4MnFe3(PO4)4,3.7836,"{'Li': 4.0, 'Mn': 1.0, 'Fe': 3.0, 'P': 4.0, 'O': 16.0}",28,0.00082438982145,"['Fe', 'Li', 'Mn', 'O', 'P']",304.30683715142
8966,mp-8409,KYO2,3.9882,"{'O': 2.0, 'K': 1.0, 'Y': 1.0}",4,0,"['K', 'Y', 'O']",66.1363253725667
8967,mp-8450,Rb2Li2GeO4,3.3651,"{'Li': 4.0, 'O': 8.0, 'Ge': 2.0, 'Rb': 4.0}",18,0,"['Ge', 'Li', 'O', 'Rb']",283.883062240579
8972,mp-8586,InBF4,4.546,"{'B': 4.0, 'F': 16.0, 'In': 4.0}",24,0,"['B', 'F', 'In']",398.24441534112
9059,mp-1103940,Li6PBrO5,5.109,"{'Li': 6.0, 'P': 1.0, 'Br': 1.0, 'O': 5.0}",13,0.000279519615383,"['Br', 'Li', 'O', 'P']",148.253911891537
9066,mp-1111045,CsRb2AlF6,5.8288,"{'Cs': 1.0, 'Rb': 2.0, 'Al': 1.0, 'F': 6.0}",10,0.008255833638888,"['Al', 'Cs', 'F', 'Rb']",200.566006241122
9112,mp-1189731,PBr3O,3.0743,"{'P': 4.0, 'Br': 12.0, 'O': 4.0}",20,5.5946000000251E-05,"['Br', 'O', 'P']",713.366113700767
9202,mp-1226455,Cs2GeB4O9,4.1499,"{'Cs': 2.0, 'Ge': 1.0, 'B': 4.0, 'O': 9.0}",16,0,"['B', 'Cs', 'Ge', 'O']",243.09889385437
9243,mp-16737,Na2BeB2O5,4.7135,"{'Be': 2.0, 'B': 4.0, 'O': 10.0, 'Na': 4.0}",20,0,"['B', 'Be', 'Na', 'O']",217.950358813898
9246,mp-17025,Sr3Y(BO3)3,4.4178,"{'B': 6.0, 'O': 18.0, 'Sr': 6.0, 'Y': 2.0}",32,0.002514650833339,"['B', 'O', 'Sr', 'Y']",435.645053863661
9281,mp-22957,SrClF,5.9367,"{'F': 2.0, 'Cl': 2.0, 'Sr': 2.0}",6,0,"['Sr', 'Cl', 'F']",122.71984378453
9285,mp-23339,NaBrO3,4.4703,"{'O': 12.0, 'Na': 4.0, 'Br': 4.0}",20,0,"['Na', 'Br', 'O']",317.214886144922
9308,mp-29461,Zn3Mo2O9,3.16,"{'Zn': 6.0, 'Mo': 4.0, 'O': 18.0}",28,0.009535566785713,"['Mo', 'O', 'Zn']",417.965613474509
9309,mp-29505,Cs3BiO3,3.0622,"{'O': 12.0, 'Cs': 12.0, 'Bi': 4.0}",28,0,"['Bi', 'Cs', 'O']",842.778303181466
9389,mp-6426,Na2MgSiO4,3.7692,"{'O': 16.0, 'Na': 8.0, 'Mg': 4.0, 'Si': 4.0}",32,0.0022324503125,"['Mg', 'Na', 'O', 'Si']",421.407434313383
9806,mp-6224,LiScSiO4,4.6123,"{'Li': 4.0, 'O': 16.0, 'Si': 4.0, 'Sc': 4.0}",28,0,"['Li', 'O', 'Sc', 'Si']",308.999999218368
9996,mvc-14697,SbF5,3.6793,"{'Sb': 2.0, 'F': 10.0}",12,0.001150605416667,"['F', 'Sb']",207.2549482342
10007,mp-10103,LiYbAlF6,7.6906,"{'Li': 2.0, 'F': 12.0, 'Al': 2.0, 'Yb': 2.0}",18,0,"['Al', 'F', 'Li', 'Yb']",211.163873102463
10222,mp-1223790,K3BrCl2,4.4934,"{'K': 3.0, 'Br': 1.0, 'Cl': 2.0}",6,0.003006858333333,"['Br', 'Cl', 'K']",205.088601929257
10281,mp-23070,BaBrF,4.8829,"{'F': 2.0, 'Br': 2.0, 'Ba': 2.0}",6,0,"['Ba', 'Br', 'F']",158.565285911818
10331,mp-556637,Ba6Na2Nb2P2O17,3.0126,"{'Ba': 6.0, 'Na': 2.0, 'Nb': 2.0, 'P': 2.0, 'O': 17.0}",29,0,"['Ba', 'Na', 'Nb', 'O', 'P']",446.45903813439
10453,mp-866663,K3TaF8,3.8153,"{'K': 6.0, 'Ta': 2.0, 'F': 16.0}",24,0.002189994166668,"['F', 'K', 'Ta']",391.914404280138
10481,mp-989547,Rb2NaInCl6,3.0533,"{'Rb': 2.0, 'Na': 1.0, 'In': 1.0, 'Cl': 6.0}",10,0,"['Cl', 'In', 'Na', 'Rb']",298.319517773757
10557,mp-11715,MgSn(BO3)2,3.6002,"{'B': 2.0, 'O': 6.0, 'Mg': 1.0, 'Sn': 1.0}",10,0,"['B', 'Mg', 'O', 'Sn']",99.5749930808289
10628,mp-1189516,Na3ScCl6,3.9911,"{'Na': 6.0, 'Sc': 2.0, 'Cl': 12.0}",20,0.001751508,"['Cl', 'Na', 'Sc']",489.736060247456
10644,mp-1192584,Na5Er4Si4O16F,4.8088,"{'Na': 5.0, 'Er': 4.0, 'Si': 4.0, 'O': 16.0, 'F': 1.0}",30,0,"['Er', 'F', 'Na', 'O', 'Si']",364.440808897902
10750,mp-1225916,CsCNO,4.536,"{'Cs': 2.0, 'C': 2.0, 'N': 2.0, 'O': 2.0}",8,0,"['C', 'Cs', 'N', 'O']",180.326402957975
10771,mp-13658,RbNO3,3.098,"{'N': 2.0, 'O': 6.0, 'Rb': 2.0}",10,0.000558861444445,"['N', 'O', 'Rb']",165.990221161926
10808,mp-28075,K2Ti2O5,3.227,"{'O': 5.0, 'K': 2.0, 'Ti': 2.0}",9,0,"['K', 'O', 'Ti']",145.626533454363
10829,mp-5279,Ca3TeO6,3.2499,"{'O': 12.0, 'Ca': 6.0, 'Te': 2.0}",20,0,"['Ca', 'O', 'Te']",268.607545003123
10869,mp-608314,Rb2ZnCl4,4.4429,"{'Rb': 8.0, 'Zn': 4.0, 'Cl': 16.0}",28,0.005891297142858,"['Cl', 'Rb', 'Zn']",904.459175870398
10898,mp-753802,Sc2Ti2O7,3.5663,"{'Sc': 2.0, 'Ti': 2.0, 'O': 7.0}",11,0,"['Sc', 'Ti', 'O']",148.059114984187
10941,mp-769271,Sr4Ta2O9,4.1974,"{'Sr': 8.0, 'Ta': 4.0, 'O': 18.0}",30,0,"['O', 'Sr', 'Ta']",486.200239546138
11177,mp-1219571,RbMgCrF6,3.1979,"{'Rb': 2.0, 'Mg': 2.0, 'Cr': 2.0, 'F': 12.0}",18,0,"['Cr', 'F', 'Mg', 'Rb']",280.02652669911
11187,mp-1222492,Li3ErBr6,4.4954,"{'Li': 3.0, 'Er': 1.0, 'Br': 6.0}",10,0,"['Br', 'Er', 'Li']",273.274988893129
11215,mp-1225829,CsTiAlO4,3.9269,"{'Cs': 2.0, 'Ti': 2.0, 'Al': 2.0, 'O': 8.0}",14,0,"['Al', 'Cs', 'O', 'Ti']",270.543330687202
11268,mp-13816,Cs2NaErF6,6.864,"{'F': 6.0, 'Na': 1.0, 'Cs': 2.0, 'Er': 1.0}",10,0,"['Cs', 'Na', 'Er', 'F']",192.153103406527
11271,mp-1443,Sn3F8,3.1504,"{'F': 16.0, 'Sn': 6.0}",22,0,"['F', 'Sn']",377.303635971713
11283,mp-17481,Mg4Ta2O9,4.2121,"{'O': 18.0, 'Mg': 8.0, 'Ta': 4.0}",30,0,"['Mg', 'Ta', 'O']",333.748525923594
11334,mp-504885,BaFe(Si2O5)2,3.5786,"{'O': 20.0, 'Si': 8.0, 'Fe': 2.0, 'Ba': 2.0}",32,0.002604505156247,"['Ba', 'Fe', 'O', 'Si']",473.82641674031
11337,mp-5368,Li2GeF6,6.0472,"{'Li': 6.0, 'F': 18.0, 'Ge': 3.0}",27,0.000478254444444,"['F', 'Ge', 'Li']",298.085683514051
11350,mp-558160,NaYCO3F2,5.2387,"{'Na': 4.0, 'Y': 4.0, 'C': 4.0, 'O': 12.0, 'F': 8.0}",32,0,"['C', 'F', 'Na', 'O', 'Y']",419.815084564313
11352,mp-559519,Na4TiAs2O9,3.0702,"{'Na': 8.0, 'Ti': 2.0, 'As': 4.0, 'O': 18.0}",32,0,"['As', 'Na', 'O', 'Ti']",460.108577230879
11354,mp-560767,KNaTiO3,3.5358,"{'K': 2.0, 'Na': 2.0, 'Ti': 2.0, 'O': 6.0}",12,0,"['K', 'Na', 'Ti', 'O']",177.680179169308
11378,mp-6441,K2PO3F,4.4626,"{'O': 12.0, 'F': 4.0, 'P': 4.0, 'K': 8.0}",28,0,"['F', 'K', 'O', 'P']",481.404791411638
11409,mp-755326,Sr3WO6,3.423,"{'Sr': 6.0, 'W': 2.0, 'O': 12.0}",20,0.0043387375,"['O', 'Sr', 'W']",306.66763209659
11438,mp-769307,Ca4Ta2O9,4.5006,"{'Ca': 8.0, 'Ta': 4.0, 'O': 18.0}",30,0.004772162,"['Ca', 'O', 'Ta']",415.162569076123
11468,mp-8399,CsCdF3,3.3082,"{'F': 3.0, 'Cd': 1.0, 'Cs': 1.0}",5,0,"['Cs', 'Cd', 'F']",95.0060559372104
11484,mp-9751,Al2Ge2O7,3.4013,"{'O': 14.0, 'Al': 4.0, 'Ge': 4.0}",22,0,"['Al', 'Ge', 'O']",261.503827860282
11571,mp-1104386,Li6PClO5,5.2543,"{'Li': 6.0, 'P': 1.0, 'Cl': 1.0, 'O': 5.0}",13,0.007335719230769,"['Cl', 'Li', 'O', 'P']",144.907803167258
11608,mp-1191962,CdIClO3,3.3887,"{'Cd': 4.0, 'I': 4.0, 'Cl': 4.0, 'O': 12.0}",24,0.004558098125,"['Cd', 'Cl', 'I', 'O']",453.855698432923
11639,mp-1209338,Rb2Sr(PO3)4,5.5916,"{'Rb': 2.0, 'Sr': 1.0, 'P': 4.0, 'O': 12.0}",19,0,"['O', 'P', 'Rb', 'Sr']",307.789167709321
11684,mp-1227101,CaTaAlO5,3.9215,"{'Ca': 2.0, 'Ta': 2.0, 'Al': 2.0, 'O': 10.0}",16,0.001133920624998,"['Al', 'Ca', 'O', 'Ta']",207.491603965023
11715,mp-15833,Zn4P6SN12,4.0963,"{'N': 12.0, 'P': 6.0, 'S': 1.0, 'Zn': 4.0}",23,0,"['N', 'P', 'S', 'Zn']",280.47456822326
11726,mp-19447,Cs2NaVO4,3.9517,"{'O': 8.0, 'Na': 2.0, 'V': 2.0, 'Cs': 4.0}",16,0,"['Cs', 'Na', 'O', 'V']",327.660154558845
11728,mp-19721,GdNbO4,3.1849,"{'O': 8.0, 'Nb': 2.0, 'Gd': 2.0}",12,0,"['Gd', 'Nb', 'O']",157.051927976066
11752,mp-23205,MgI2,3.6163,"{'Mg': 1.0, 'I': 2.0}",3,0,"['Mg', 'I']",118.643102617065
11755,mp-23550,KBrF4,3.1322,"{'F': 8.0, 'K': 2.0, 'Br': 2.0}",12,0,"['Br', 'F', 'K']",224.120132866266
11812,mp-5046,BeSO4,6.9257,"{'Be': 1.0, 'O': 4.0, 'S': 1.0}",6,0,"['Be', 'S', 'O']",73.6110827079931
11824,mp-541722,CsBa2Br5,4.3948,"{'Ba': 8.0, 'Cs': 4.0, 'Br': 20.0}",32,0,"['Ba', 'Br', 'Cs']",1270.61840112428
11833,mp-555150,KTa(BO3)2,3.6133,"{'K': 2.0, 'Ta': 2.0, 'B': 4.0, 'O': 12.0}",20,0,"['B', 'K', 'O', 'Ta']",280.874682247014
11924,mp-758214,VF5,3.1969,"{'V': 4.0, 'F': 20.0}",24,0.009234033541667,"['F', 'V']",397.174610088046
11981,mp-9172,Li4TiO4,4.5591,"{'Li': 8.0, 'O': 8.0, 'Ti': 2.0}",18,0,"['Li', 'Ti', 'O']",185.667177532929
12021,mp-10476,NaEr(SO4)2,5.7495,"{'O': 16.0, 'Na': 2.0, 'S': 4.0, 'Er': 2.0}",24,0,"['Er', 'Na', 'O', 'S']",320.434620429215
12064,mp-1111671,K2LiInF6,5.2984,"{'K': 2.0, 'Li': 1.0, 'In': 1.0, 'F': 6.0}",10,0,"['F', 'In', 'K', 'Li']",148.041254263918
12183,mp-1221147,Na5BrCl4,4.2728,"{'Na': 5.0, 'Br': 1.0, 'Cl': 4.0}",10,0.004662637,"['Br', 'Cl', 'Na']",239.141922227313
12262,mp-29866,SnCl4,3.551,"{'Cl': 16.0, 'Sn': 4.0}",20,0,"['Sn', 'Cl']",830.74761425837
12279,mp-5126,ZnSO4,3.8211,"{'O': 16.0, 'S': 4.0, 'Zn': 4.0}",24,0,"['Zn', 'S', 'O']",288.121677921414
12420,mp-755995,P2WO7,3.0964,"{'P': 4.0, 'W': 2.0, 'O': 14.0}",20,0,"['O', 'P', 'W']",283.614889843231
12439,mp-761246,Li2MnFe(PO4)2,3.4593,"{'Li': 4.0, 'Mn': 2.0, 'Fe': 2.0, 'P': 4.0, 'O': 16.0}",28,0.000836978571445,"['Fe', 'Li', 'Mn', 'O', 'P']",307.82333478844
12474,mp-862871,PbCl2,3.1016,"{'Pb': 2.0, 'Cl': 4.0}",6,0,"['Pb', 'Cl']",208.163794485541
12483,mp-9657,LiAsO3,3.3813,"{'Li': 2.0, 'O': 6.0, 'As': 2.0}",10,0,"['As', 'Li', 'O']",100.288369342789
12495,mvc-15700,TeF6,4.4438,"{'Te': 1.0, 'F': 6.0}",7,0,"['F', 'Te']",124.01771141912
12546,mp-1078265,Cs2YbCl4,5.0496,"{'Cs': 2.0, 'Yb': 1.0, 'Cl': 4.0}",7,0,"['Cl', 'Cs', 'Yb']",254.310418945143
12593,mp-1113614,Cs2AlAgF6,3.4927,"{'Cs': 2.0, 'Al': 1.0, 'Ag': 1.0, 'F': 6.0}",10,0,"['Ag', 'Al', 'Cs', 'F']",173.894527943554
12605,mp-1176418,Na2BiAsCO7,3.4952,"{'Na': 4.0, 'Bi': 2.0, 'As': 2.0, 'C': 2.0, 'O': 14.0}",24,0,"['As', 'Bi', 'C', 'Na', 'O']",377.476605860356
12667,mp-1211098,LiCrCdF6,3.7688,"{'Li': 2.0, 'Cr': 2.0, 'Cd': 2.0, 'F': 12.0}",18,0,"['Cd', 'Cr', 'F', 'Li']",228.46454969542
12675,mp-1212930,ErTiClO3,3.1765,"{'Er': 2.0, 'Ti': 2.0, 'Cl': 2.0, 'O': 6.0}",12,0,"['Cl', 'Er', 'O', 'Ti']",181.032369130022
12700,mp-12245,Rb3TiF7,3.037,"{'F': 14.0, 'Ti': 2.0, 'Rb': 6.0}",22,0,"['F', 'Rb', 'Ti']",415.847035718369
12768,mp-4387,SrZrO3,3.6241,"{'O': 12.0, 'Sr': 4.0, 'Zr': 4.0}",20,0,"['Sr', 'Zr', 'O']",286.871396233453
12774,mp-505066,NaFeF3,3.0099,"{'Na': 4.0, 'Fe': 4.0, 'F': 12.0}",20,0,"['F', 'Fe', 'Na']",254.346219033053
12785,mp-555845,BaLiZr2F11,5.7451,"{'Ba': 2.0, 'Li': 2.0, 'Zr': 4.0, 'F': 22.0}",30,0.001182473666709,"['Ba', 'F', 'Li', 'Zr']",398.178917801118
12787,mp-556265,Cs6Si2NiO8,3.0929,"{'Cs': 6.0, 'Si': 2.0, 'Ni': 1.0, 'O': 8.0}",17,0.009558450882356,"['Cs', 'Ni', 'O', 'Si']",379.354426573701
12788,mp-556695,NaSrBO3,3.8485,"{'Na': 4.0, 'Sr': 4.0, 'B': 4.0, 'O': 12.0}",24,0,"['B', 'Na', 'O', 'Sr']",303.665377776727
12789,mp-557259,MoF6,4.1631,"{'Mo': 4.0, 'F': 24.0}",28,0,"['Mo', 'F']",473.210857356625
12805,mp-569152,SnCl2,3.0724,"{'Sn': 4.0, 'Cl': 8.0}",12,0.001790755,"['Sn', 'Cl']",341.547366163828
12808,mp-570418,YbI2,4.0159,"{'Yb': 1.0, 'I': 2.0}",3,0,"['Yb', 'I']",134.725022214272
12818,mp-6325,Ba3MgTa2O9,3.2768,"{'O': 9.0, 'Mg': 1.0, 'Ba': 3.0, 'Ta': 2.0}",15,0,"['Ba', 'Mg', 'O', 'Ta']",212.279904119973
12854,mp-756156,Rb2ZrO3,3.5443,"{'Rb': 4.0, 'Zr': 2.0, 'O': 6.0}",12,0,"['O', 'Rb', 'Zr']",243.96208398588
13075,mp-1111968,Cs2RbAsF6,4.5162,"{'Cs': 2.0, 'Rb': 1.0, 'As': 1.0, 'F': 6.0}",10,0,"['As', 'Cs', 'F', 'Rb']",220.490210683867
13153,mp-1191240,Sr2ZnSi2O7,3.901,"{'Sr': 4.0, 'Zn': 2.0, 'Si': 4.0, 'O': 14.0}",24,0,"['O', 'Si', 'Sr', 'Zn']",343.619443867303
13206,mp-1211784,KBa2I5,3.7099,"{'K': 4.0, 'Ba': 8.0, 'I': 20.0}",32,0,"['Ba', 'I', 'K']",1491.29887286075
13279,mp-14398,CaSn(BO3)2,3.7033,"{'B': 2.0, 'O': 6.0, 'Ca': 1.0, 'Sn': 1.0}",10,0,"['Ca', 'Sn', 'B', 'O']",114.185029084385
13287,mp-17392,Sr2ZnGe2O7,3.1171,"{'O': 14.0, 'Zn': 2.0, 'Ge': 4.0, 'Sr': 4.0}",24,0,"['Ge', 'O', 'Sr', 'Zn']",368.286387861055
13324,mp-30274,AcBrO,4.241,"{'O': 2.0, 'Br': 2.0, 'Ac': 2.0}",6,0,"['Ac', 'Br', 'O']",143.023434318931
13334,mp-4047,Cs2SiF6,6.9731,"{'F': 6.0, 'Si': 1.0, 'Cs': 2.0}",9,0,"['Cs', 'Si', 'F']",186.094969806943
13346,mp-540950,Ba3SrTa2O9,4.0226,"{'Ba': 6.0, 'Sr': 2.0, 'Ta': 4.0, 'O': 18.0}",30,0,"['Ba', 'O', 'Sr', 'Ta']",511.569822157529
13352,mp-556738,BaZrF6,6.328,"{'Ba': 4.0, 'Zr': 4.0, 'F': 24.0}",32,0.00281037875,"['Ba', 'F', 'Zr']",482.13839288489
13356,mp-558356,Na2CrNiF7,3.8832,"{'Na': 4.0, 'Cr': 2.0, 'Ni': 2.0, 'F': 14.0}",22,0,"['Cr', 'F', 'Na', 'Ni']",285.303503294369
13595,mp-1190886,Cs2AgCl3,3.0149,"{'Cs': 8.0, 'Ag': 4.0, 'Cl': 12.0}",24,0,"['Ag', 'Cl', 'Cs']",890.650542001651
13662,mp-1211720,K2RbErV2O8,3.4064,"{'K': 2.0, 'Rb': 1.0, 'Er': 1.0, 'V': 2.0, 'O': 8.0}",14,0,"['Er', 'K', 'O', 'Rb', 'V']",243.860574318374
13815,mp-23237,BiF3,4.6763,"{'F': 12.0, 'Bi': 4.0}",16,0,"['Bi', 'F']",233.041224246924
13827,mp-28700,Fe2Pb3F12,3.1379,"{'F': 24.0, 'Fe': 4.0, 'Pb': 6.0}",34,0.001850852980394,"['F', 'Fe', 'Pb']",513.114309647289
13847,mp-540631,KTa(GeO3)3,3.5101,"{'K': 2.0, 'Ta': 2.0, 'Ge': 6.0, 'O': 18.0}",28,0,"['Ge', 'K', 'O', 'Ta']",447.322045538422
13904,mp-754382,He,16.5975,{'He': 1.0},1,0.00438156,['He'],15.7804174703965
13933,mp-769152,Sc(ClO4)3,4.0634,"{'Sc': 2.0, 'Cl': 6.0, 'O': 24.0}",32,0,"['Cl', 'O', 'Sc']",444.237169525939
14003,mp-1013911,Na2CoP2O7,3.0679,"{'Na': 4.0, 'Co': 2.0, 'P': 4.0, 'O': 14.0}",24,0.006442166666681,"['Na', 'Co', 'P', 'O']",318.790718983567
14042,mp-1102077,NaAlF4,6.6635,"{'Na': 2.0, 'Al': 2.0, 'F': 8.0}",12,0,"['Al', 'F', 'Na']",147.889280739044
14124,mp-1205739,Li2SnF6,5.0018,"{'Li': 2.0, 'Sn': 1.0, 'F': 6.0}",9,0,"['F', 'Li', 'Sn']",101.502044308985
14148,mp-1213686,CsCr(MoO4)2,3.0192,"{'Cs': 1.0, 'Cr': 1.0, 'Mo': 2.0, 'O': 8.0}",12,0,"['Cr', 'Cs', 'Mo', 'O']",235.218838217917
14171,mp-1222444,LiAlSiO4,4.7993,"{'Li': 3.0, 'Al': 3.0, 'Si': 3.0, 'O': 12.0}",21,0.007667745238096,"['Al', 'Li', 'O', 'Si']",278.200416053506
14266,mp-2542,BeO,7.4598,"{'Be': 2.0, 'O': 2.0}",4,0,"['Be', 'O']",28.010130437105
14273,mp-27208,RbMgCl3,4.7503,"{'Rb': 4.0, 'Mg': 4.0, 'Cl': 12.0}",20,0,"['Cl', 'Mg', 'Rb']",537.874183991226
14283,mp-30092,TiCl4,3.4577,"{'Cl': 16.0, 'Ti': 4.0}",20,0,"['Cl', 'Ti']",809.459700592399
14301,mp-4820,ZrSiO4,4.4539,"{'O': 8.0, 'Si': 2.0, 'Zr': 2.0}",12,0,"['Zr', 'Si', 'O']",135.902661407435
14310,mp-505782,Cs2SO4,5.0113,"{'Cs': 8.0, 'S': 4.0, 'O': 16.0}",28,0,"['Cs', 'S', 'O']",596.055896544691
14311,mp-510264,KY(WO4)2,3.2446,"{'O': 16.0, 'K': 2.0, 'Y': 2.0, 'W': 4.0}",24,0,"['K', 'O', 'W', 'Y']",333.576560076313
