,task_id,pretty_formula,band_gap,unit_cell_formula,nsites,e_above_hull,elements,volume
90356,mp-554959,K2Al2Sb2O7,3.5187,"{'K': 2.0, 'Al': 2.0, 'Sb': 2.0, 'O': 7.0}",13,0,"['Al', 'K', 'O', 'Sb']",233.014792001058
90378,mp-573204,Cs2KBiF6,4.9546,"{'Cs': 2.0, 'K': 1.0, 'Bi': 1.0, 'F': 6.0}",10,0,"['Bi', 'Cs', 'F', 'K']",230.982981991875
90425,mp-755554,LiFeF4,3.7898,"{'Li': 2.0, 'Fe': 2.0, 'F': 8.0}",12,0.003748665000008,"['F', 'Fe', 'Li']",135.666241548133
90440,mp-7609,SbOF,3.3125,"{'O': 4.0, 'F': 4.0, 'Sb': 4.0}",12,0.001059432708334,"['F', 'O', 'Sb']",216.048528426443
90457,mp-772778,KHfPCO7,4.5952,"{'K': 2.0, 'Hf': 2.0, 'P': 2.0, 'C': 2.0, 'O': 14.0}",22,0.005311326477273,"['C', 'Hf', 'K', 'O', 'P']",383.462915455495
90462,mp-777875,LiFeF4,3.5689,"{'Li': 4.0, 'Fe': 4.0, 'F': 16.0}",24,0.008525276666674,"['F', 'Fe', 'Li']",261.300265902061
90468,mp-8232,BaZrF6,6.2686,"{'F': 12.0, 'Zr': 2.0, 'Ba': 2.0}",16,0,"['Ba', 'F', 'Zr']",252.010498461812
90766,mp-17951,Cs4Zn3F10,4.6802,"{'F': 20.0, 'Zn': 6.0, 'Cs': 8.0}",34,0,"['Cs', 'F', 'Zn']",658.551710761311
90775,mp-18780,K2WO4,4.3877,"{'O': 8.0, 'K': 4.0, 'W': 2.0}",14,0,"['K', 'O', 'W']",274.003078746759
90778,mp-19014,Sr2CdWO6,3.3388,"{'O': 12.0, 'Sr': 4.0, 'Cd': 2.0, 'W': 2.0}",20,0,"['Cd', 'O', 'Sr', 'W']",285.720278895854
90779,mp-19017,LiFePO4,3.9209,"{'Li': 4.0, 'O': 16.0, 'P': 4.0, 'Fe': 4.0}",28,0,"['Li', 'Fe', 'P', 'O']",302.423436391684
90782,mp-19330,CaMoO4,3.5047,"{'O': 8.0, 'Ca': 2.0, 'Mo': 2.0}",12,0,"['Ca', 'Mo', 'O']",163.072085198213
90873,mp-561536,NaMgBO3,3.5852,"{'Na': 2.0, 'Mg': 2.0, 'B': 2.0, 'O': 6.0}",12,0.005614008333338,"['Na', 'Mg', 'B', 'O']",124.095404396111
90942,mp-7610,Li2CaSiO4,5.1897,"{'Li': 2.0, 'O': 4.0, 'Si': 1.0, 'Ca': 1.0}",8,0,"['Ca', 'Li', 'O', 'Si']",85.3905715651856
91094,mp-1194373,Na3In(PO4)2,3.273,"{'Na': 6.0, 'In': 2.0, 'P': 4.0, 'O': 16.0}",28,0.000566037857145,"['In', 'Na', 'O', 'P']",346.341354131308
91140,mp-1212878,Er2Be2SiO7,5.0968,"{'Er': 4.0, 'Be': 4.0, 'Si': 2.0, 'O': 14.0}",24,0.000428302916665,"['Be', 'Er', 'O', 'Si']",252.388664676672
91158,mp-1219778,Rb2TaF7,5.5407,"{'Rb': 4.0, 'Ta': 2.0, 'F': 14.0}",20,0,"['F', 'Rb', 'Ta']",384.89200715702
91167,mp-1223555,KGaGe3O8,3.0491,"{'K': 2.0, 'Ga': 2.0, 'Ge': 6.0, 'O': 16.0}",26,0,"['Ga', 'Ge', 'K', 'O']",428.307893522924
91169,mp-1223867,K3I2Br,3.7369,"{'K': 3.0, 'I': 2.0, 'Br': 1.0}",6,0.005378633333331,"['Br', 'I', 'K']",260.070915826259
91214,mp-18510,Sr2SiO4,4.4698,"{'O': 16.0, 'Si': 4.0, 'Sr': 8.0}",28,0,"['O', 'Si', 'Sr']",405.340323565629
91224,mp-22655,KNiPO4,3.3989,"{'O': 16.0, 'P': 4.0, 'K': 4.0, 'Ni': 4.0}",28,0,"['K', 'Ni', 'O', 'P']",406.23551792536
91242,mp-28326,LiGaBr4,3.4374,"{'Li': 4.0, 'Ga': 4.0, 'Br': 16.0}",24,0,"['Br', 'Ga', 'Li']",777.096566617569
91253,mp-29750,CsMgBr3,4.0445,"{'Mg': 2.0, 'Br': 6.0, 'Cs': 2.0}",10,0,"['Cs', 'Mg', 'Br']",350.718457937895
91302,mp-554626,Ba(BrO3)2,4.1799,"{'Ba': 2.0, 'Br': 4.0, 'O': 12.0}",18,0,"['Ba', 'Br', 'O']",343.879125910179
91328,mp-560597,Na8Si6SnO18,3.8047,"{'Na': 8.0, 'Si': 6.0, 'Sn': 1.0, 'O': 18.0}",33,0,"['Na', 'O', 'Si', 'Sn']",411.437446996957
91331,mp-561141,KYP2O7,5.2001,"{'K': 2.0, 'Y': 2.0, 'P': 4.0, 'O': 14.0}",22,0.009700537500001,"['K', 'O', 'P', 'Y']",336.124811922866
91369,mp-6231,Ba2ErSbO6,3.3733,"{'O': 6.0, 'Sb': 1.0, 'Ba': 2.0, 'Er': 1.0}",10,0,"['Ba', 'Er', 'O', 'Sb']",152.735909147265
91375,mp-637194,Cs3Sc2Cl9,3.9353,"{'Cs': 6.0, 'Sc': 4.0, 'Cl': 18.0}",28,0,"['Cl', 'Cs', 'Sc']",909.933893479553
91413,mp-755675,Li4AlCr3O8,3.1284,"{'Li': 4.0, 'Al': 1.0, 'Cr': 3.0, 'O': 8.0}",16,0.008349322968751,"['Al', 'Cr', 'Li', 'O']",143.854603443646
91477,mp-9628,KCdF3,3.3579,"{'F': 12.0, 'K': 4.0, 'Cd': 4.0}",20,0,"['Cd', 'F', 'K']",342.483019280892
91482,mp-976280,LiBr,4.935,"{'Li': 2.0, 'Br': 2.0}",4,0,"['Li', 'Br']",103.422874097045
91661,mp-1223817,K4MoWO8,4.4301,"{'K': 4.0, 'Mo': 1.0, 'W': 1.0, 'O': 8.0}",14,0.000696541071428,"['K', 'Mo', 'O', 'W']",272.054126003464
91697,mp-13748,Cs3SiF7,5.6338,"{'F': 14.0, 'Si': 2.0, 'Cs': 6.0}",22,0.003033225909091,"['Cs', 'F', 'Si']",448.139590390588
91725,mp-27863,AlClO,5.5881,"{'O': 2.0, 'Al': 2.0, 'Cl': 2.0}",6,0,"['Al', 'Cl', 'O']",98.5835809423311
91728,mp-29179,SnCl2,3.0512,"{'Cl': 16.0, 'Sn': 8.0}",24,0,"['Cl', 'Sn']",705.84462974591
91741,mp-540783,OsO4,3.3465,"{'Os': 2.0, 'O': 8.0}",10,0,"['Os', 'O']",187.245910320427
91759,mp-560937,Na3Si3SnO9F,3.8343,"{'Na': 6.0, 'Si': 6.0, 'Sn': 2.0, 'O': 18.0, 'F': 2.0}",34,0,"['F', 'Na', 'O', 'Si', 'Sn']",464.570679286996
91888,mp-767431,Na3SrPCO7,4.0529,"{'Na': 6.0, 'Sr': 2.0, 'P': 2.0, 'C': 2.0, 'O': 14.0}",26,0.009939337115387,"['C', 'Na', 'O', 'P', 'Sr']",361.173022131697
91900,mp-768851,Li4AlCr3O8,3.2141,"{'Li': 8.0, 'Al': 2.0, 'Cr': 6.0, 'O': 16.0}",32,0.008443018281251,"['Al', 'Cr', 'Li', 'O']",287.256777390504
92000,mp-1004528,CsB3PbF12,6.3125,"{'Cs': 1.0, 'B': 3.0, 'Pb': 1.0, 'F': 12.0}",17,0,"['B', 'Cs', 'F', 'Pb']",324.979447069264
92059,mp-1079583,Rb2NaAlF6,6.7895,"{'Rb': 2.0, 'Na': 1.0, 'Al': 1.0, 'F': 6.0}",10,0,"['Al', 'F', 'Na', 'Rb']",150.048905144268
92155,mp-1190900,BaZn2Si2O7,3.2613,"{'Ba': 2.0, 'Zn': 4.0, 'Si': 4.0, 'O': 14.0}",24,0.003267585000001,"['Ba', 'O', 'Si', 'Zn']",348.261188677649
92212,mp-1213112,ErAlGeO5,3.7453,"{'Er': 4.0, 'Al': 4.0, 'Ge': 4.0, 'O': 20.0}",32,0,"['Al', 'Er', 'Ge', 'O']",345.001348392497
92283,mp-15951,BeF2,8.3241,"{'Be': 3.0, 'F': 6.0}",9,0.0005187175,"['Be', 'F']",105.35513667416
92292,mp-19098,Ba2CaWO6,3.3243,"{'O': 6.0, 'Ca': 1.0, 'Ba': 2.0, 'W': 1.0}",10,1.94899999872433E-06,"['Ba', 'Ca', 'O', 'W']",154.803527700821
92316,mp-27132,Zr2P2O9,4.1123,"{'Zr': 4.0, 'P': 4.0, 'O': 18.0}",26,0.00139636423077,"['O', 'P', 'Zr']",357.084713094541
92370,mp-588,GaF3,4.705,"{'F': 6.0, 'Ga': 2.0}",8,0,"['F', 'Ga']",99.2059783274446
92375,mp-6240,LiIn(SiO3)2,3.8497,"{'Li': 2.0, 'O': 12.0, 'Si': 4.0, 'In': 2.0}",20,0.009915287999998,"['In', 'Li', 'O', 'Si']",234.826928254546
92409,mp-753712,YIO,3.4117,"{'Y': 2.0, 'I': 2.0, 'O': 2.0}",6,0,"['Y', 'I', 'O']",149.864455006356
92459,mp-8224,CaSnF6,5.377,"{'F': 6.0, 'Ca': 1.0, 'Sn': 1.0}",8,0,"['Ca', 'Sn', 'F']",155.39399694627
92468,mp-966801,LiCaBO3,5.328,"{'Li': 4.0, 'Ca': 4.0, 'B': 4.0, 'O': 12.0}",24,0.002467684791669,"['B', 'Ca', 'Li', 'O']",252.425744184686
92482,mp-985278,AcF3,6.0891,"{'Ac': 1.0, 'F': 3.0}",4,0,"['Ac', 'F']",55.3323560612211
92503,mp-1019531,BaAl2Si3(NO)4,3.5604,"{'Ba': 2.0, 'Al': 4.0, 'Si': 6.0, 'N': 8.0, 'O': 8.0}",28,0,"['Al', 'Ba', 'N', 'O', 'Si']",378.062485811776
92546,mp-1105272,Sr2ZnWO6,3.5095,"{'Sr': 4.0, 'Zn': 2.0, 'W': 2.0, 'O': 12.0}",20,0.0002502809,"['O', 'Sr', 'W', 'Zn']",261.862144558927
92550,mp-1106277,ErAl3(BO3)4,5.6744,"{'Er': 1.0, 'Al': 3.0, 'B': 4.0, 'O': 12.0}",20,0.004061932605776,"['Al', 'B', 'Er', 'O']",183.757560348911
92554,mp-1112448,K2ScAgCl6,3.2128,"{'K': 2.0, 'Sc': 1.0, 'Ag': 1.0, 'Cl': 6.0}",10,0,"['Ag', 'Cl', 'K', 'Sc']",283.891467130564
92595,mp-1182298,BaNaSc(BO3)2,3.8225,"{'Ba': 2.0, 'Na': 2.0, 'Sc': 2.0, 'B': 4.0, 'O': 12.0}",22,0,"['B', 'Ba', 'Na', 'O', 'Sc']",282.117343801442
92647,mp-1192590,KBaAsO4,3.8273,"{'K': 4.0, 'Ba': 4.0, 'As': 4.0, 'O': 16.0}",28,0,"['As', 'Ba', 'K', 'O']",497.9782226273
92711,mp-1209268,RbErBeF6,7.4994,"{'Rb': 2.0, 'Er': 2.0, 'Be': 2.0, 'F': 12.0}",18,0,"['Be', 'Er', 'F', 'Rb']",251.430785785137
92756,mp-1227097,CaScAlSiO6,4.6869,"{'Ca': 2.0, 'Sc': 2.0, 'Al': 2.0, 'Si': 2.0, 'O': 12.0}",20,0.001907633666665,"['Al', 'Ca', 'O', 'Sc', 'Si']",242.113733311662
92780,mp-13815,Rb2NaErF6,6.4984,"{'F': 6.0, 'Na': 1.0, 'Rb': 2.0, 'Er': 1.0}",10,0,"['Rb', 'Na', 'Er', 'F']",179.813326993784
92817,mp-3677,MgSiN2,3.9662,"{'N': 8.0, 'Mg': 4.0, 'Si': 4.0}",16,0,"['Mg', 'Si', 'N']",173.72811964369
92819,mp-3857,Ba3(PO4)2,5.1531,"{'O': 8.0, 'P': 2.0, 'Ba': 3.0}",13,0,"['Ba', 'O', 'P']",199.66455087992
92823,mp-4608,KPF6,7.0206,"{'F': 6.0, 'P': 1.0, 'K': 1.0}",8,0,"['K', 'P', 'F']",113.148591677045
92825,mp-504651,CsVO3,3.1093,"{'Cs': 4.0, 'V': 4.0, 'O': 12.0}",20,0,"['Cs', 'O', 'V']",415.497028261405
92836,mp-5455,K6Ti2O7,3.4479,"{'O': 14.0, 'K': 12.0, 'Ti': 4.0}",30,0,"['K', 'O', 'Ti']",597.883926264548
92848,mp-557855,CaGaBO4,3.9604,"{'Ca': 4.0, 'Ga': 4.0, 'B': 4.0, 'O': 16.0}",28,0,"['B', 'Ca', 'Ga', 'O']",389.195298205823
92899,mp-721988,NaAlSi3O8,4.9743,"{'Na': 2.0, 'Al': 2.0, 'Si': 6.0, 'O': 16.0}",26,0,"['Al', 'Na', 'O', 'Si']",347.767260463292
92914,mp-755082,Sr3(AsO4)2,3.7914,"{'Sr': 3.0, 'As': 2.0, 'O': 8.0}",13,0,"['As', 'O', 'Sr']",189.114532528366
92933,mp-7603,Li2TiF6,4.3715,"{'Li': 4.0, 'F': 12.0, 'Ti': 2.0}",18,0,"['Li', 'Ti', 'F']",202.196539233281
93066,mp-1120721,RbGeBr3,3.1405,"{'Rb': 2.0, 'Ge': 2.0, 'Br': 6.0}",10,0.007970543,"['Br', 'Ge', 'Rb']",400.054238259138
93107,mp-1192417,BaGePbO4,3.4486,"{'Ba': 4.0, 'Ge': 4.0, 'Pb': 4.0, 'O': 16.0}",28,0,"['Ba', 'Ge', 'O', 'Pb']",505.503980969938
93117,mp-1195642,Mg5Si2(O4F)2,4.911,"{'Mg': 10.0, 'Si': 4.0, 'O': 16.0, 'F': 4.0}",34,0,"['F', 'Mg', 'O', 'Si']",369.942410884678
93148,mp-1208825,Sr2InBr5,3.4023,"{'Sr': 8.0, 'In': 4.0, 'Br': 20.0}",32,0.006291301875,"['Br', 'In', 'Sr']",1083.65311461744
93186,mp-1214751,Cs3ScF6,6.257,"{'Cs': 6.0, 'Sc': 2.0, 'F': 12.0}",20,0.0066657835,"['Cs', 'F', 'Sc']",460.087317654966
93222,mp-1221202,Na4Br(ClO4)3,4.8566,"{'Na': 4.0, 'Br': 1.0, 'Cl': 3.0, 'O': 12.0}",20,0.006067718500006,"['Br', 'Cl', 'Na', 'O']",304.231784929603
93304,mp-1778,BeO,6.8508,"{'Be': 1.0, 'O': 1.0}",2,0.007103620000001,"['Be', 'O']",13.9805480869491
93316,mp-23373,BaZnCl4,4.6276,"{'Cl': 16.0, 'Zn': 4.0, 'Ba': 4.0}",24,0,"['Ba', 'Cl', 'Zn']",722.519588274235
93328,mp-2943,KY3F10,6.9361,"{'F': 20.0, 'K': 2.0, 'Y': 6.0}",28,0,"['F', 'K', 'Y']",400.916178815117
93409,mp-756235,Ba3SrI8,3.234,"{'Ba': 3.0, 'Sr': 1.0, 'I': 8.0}",12,0.007475262604167,"['Ba', 'Sr', 'I']",572.625856506082
93468,mp-864891,NaPO3,5.1228,"{'Na': 6.0, 'P': 6.0, 'O': 18.0}",30,0.001647607166666,"['Na', 'O', 'P']",398.626013465643
93479,mp-9113,CsBeAsO4,3.8666,"{'Be': 4.0, 'O': 16.0, 'As': 4.0, 'Cs': 4.0}",28,0,"['As', 'Be', 'Cs', 'O']",449.15683776018
93508,mp-1020016,Li4Ca2Mg(SiN3)2,3.3032,"{'Li': 4.0, 'Ca': 2.0, 'Mg': 1.0, 'Si': 2.0, 'N': 6.0}",15,0,"['Ca', 'Li', 'Mg', 'N', 'Si']",164.379861286853
93720,mp-16915,BaTiOF4,3.3404,"{'O': 4.0, 'F': 16.0, 'Ti': 4.0, 'Ba': 4.0}",28,0,"['Ba', 'F', 'O', 'Ti']",413.930309476589
93747,mp-2184,As2O3,4.0085,"{'O': 12.0, 'As': 8.0}",20,0.009669676999999,"['As', 'O']",398.76648721831
93752,mp-22663,Rb2LiFeF6,3.6728,"{'Li': 2.0, 'F': 12.0, 'Fe': 2.0, 'Rb': 4.0}",20,0,"['F', 'Fe', 'Li', 'Rb']",303.720641566955
93755,mp-22862,NaCl,5.0033,"{'Na': 1.0, 'Cl': 1.0}",2,0,"['Na', 'Cl']",46.0961377582083
93774,mp-2741,CaF2,7.1148,"{'F': 2.0, 'Ca': 1.0}",3,0,"['Ca', 'F']",41.9589870380044
93776,mp-27755,KAlCl4,5.2861,"{'Al': 4.0, 'Cl': 16.0, 'K': 4.0}",24,0,"['Al', 'Cl', 'K']",742.568214890528
93809,mp-3635,LiBO2,5.226,"{'Li': 4.0, 'B': 4.0, 'O': 8.0}",16,0,"['Li', 'B', 'O']",158.942936656974
93810,mp-36447,Al2CoO4,3.0016,"{'Al': 4.0, 'Co': 2.0, 'O': 8.0}",14,0,"['Al', 'Co', 'O']",136.380464913527
93848,mp-554886,Ba3Nb2(P2O9)2,3.1357,"{'Ba': 3.0, 'Nb': 2.0, 'P': 4.0, 'O': 18.0}",27,0.005071687337963,"['Ba', 'Nb', 'O', 'P']",425.26099643691
93850,mp-555218,Ba4Br6O,4.1634,"{'Ba': 8.0, 'Br': 12.0, 'O': 2.0}",22,0,"['Ba', 'Br', 'O']",770.052748540097
93861,mp-559065,NaI3O8,3.1334,"{'Na': 2.0, 'I': 6.0, 'O': 16.0}",24,0,"['I', 'Na', 'O']",399.959325288258
93870,mp-560936,Rb2NaCrF6,3.9484,"{'F': 6.0, 'Na': 1.0, 'Cr': 1.0, 'Rb': 2.0}",10,0,"['Rb', 'Na', 'Cr', 'F']",158.564818285447
93976,mp-9427,NaYP2O7,5.2811,"{'O': 14.0, 'Na': 2.0, 'P': 4.0, 'Y': 2.0}",22,0.001857082348484,"['Na', 'O', 'P', 'Y']",321.410314594426
94077,mp-1112114,Cs2RbYCl6,4.9511,"{'Cs': 2.0, 'Rb': 1.0, 'Y': 1.0, 'Cl': 6.0}",10,0.005518165750001,"['Cl', 'Cs', 'Rb', 'Y']",387.630620522674
94128,mp-11982,Sr2CaTeO6,3.2057,"{'O': 12.0, 'Ca': 2.0, 'Sr': 4.0, 'Te': 2.0}",20,0,"['Ca', 'O', 'Sr', 'Te']",288.481993788328
94235,mp-23111,Mg2VBiO6,3.1827,"{'O': 12.0, 'Mg': 4.0, 'V': 2.0, 'Bi': 2.0}",20,0.007816572999991,"['Bi', 'Mg', 'O', 'V']",278.000717954289
94258,mp-30986,Zn3S2O9,3.3649,"{'Zn': 6.0, 'S': 4.0, 'O': 18.0}",28,0,"['O', 'S', 'Zn']",361.038275531675
94272,mp-4556,Li2SO4,6.0219,"{'Li': 8.0, 'O': 16.0, 'S': 4.0}",28,0,"['Li', 'S', 'O']",344.846500240561
94279,mp-505400,BaZr2F10,5.7588,"{'Ba': 2.0, 'Zr': 4.0, 'F': 20.0}",26,0,"['Ba', 'F', 'Zr']",422.537495207726
94300,mp-560365,Rb2Zr(IO3)6,3.3602,"{'Rb': 2.0, 'Zr': 1.0, 'I': 6.0, 'O': 18.0}",27,0,"['I', 'O', 'Rb', 'Zr']",481.194711650963
94302,mp-560891,SnP2Cl8O3,3.0965,"{'Sn': 2.0, 'P': 4.0, 'Cl': 16.0, 'O': 6.0}",28,0,"['Cl', 'O', 'P', 'Sn']",765.281114437526
94342,mp-6600,K2Zr(SiO3)3,4.8135,"{'O': 18.0, 'Si': 6.0, 'K': 4.0, 'Zr': 2.0}",30,0,"['K', 'O', 'Si', 'Zr']",443.605390159783
94375,mp-743,RbN3,4.1736,"{'N': 6.0, 'Rb': 2.0}",8,0,"['Rb', 'N']",158.431357721776
94413,mp-757192,SnP2O7,3.9374,"{'Sn': 2.0, 'P': 4.0, 'O': 14.0}",20,0,"['O', 'P', 'Sn']",279.693630251962
94701,mp-1227737,Ca2ZrTi(GeO5)2,3.0432,"{'Ca': 2.0, 'Zr': 1.0, 'Ti': 1.0, 'Ge': 2.0, 'O': 10.0}",16,0.008959473645835,"['Ca', 'Ge', 'O', 'Ti', 'Zr']",212.329110394903
94735,mp-18687,NbF5,4.5673,"{'F': 20.0, 'Nb': 4.0}",24,0,"['F', 'Nb']",396.852490280679
94750,mp-26093,LiNiPO4,3.4217,"{'Li': 2.0, 'O': 8.0, 'P': 2.0, 'Ni': 2.0}",14,0.009310281785714,"['Li', 'Ni', 'O', 'P']",138.169874286126
94775,mp-41837,RbTiZnOF5,3.1733,"{'F': 10.0, 'O': 2.0, 'Rb': 2.0, 'Ti': 2.0, 'Zn': 2.0}",18,0.000301954212968,"['F', 'O', 'Rb', 'Ti', 'Zn']",284.794922927058
94781,mp-505697,Bi6P4PbO20,3.3371,"{'Bi': 6.0, 'Pb': 1.0, 'P': 4.0, 'O': 20.0}",31,0,"['Bi', 'O', 'P', 'Pb']",441.994107961386
94789,mp-553961,ScNbO4,3.3047,"{'Sc': 2.0, 'Nb': 2.0, 'O': 8.0}",12,0,"['Sc', 'Nb', 'O']",144.859158942264
94853,mp-753604,LiVF6,3.1853,"{'Li': 2.0, 'V': 2.0, 'F': 12.0}",16,0.004219394374999,"['F', 'Li', 'V']",212.935792603238
94891,mp-768146,Na2AlPCO7,5.0719,"{'Na': 4.0, 'Al': 2.0, 'P': 2.0, 'C': 2.0, 'O': 14.0}",24,0,"['Al', 'C', 'Na', 'O', 'P']",294.170654268542
94934,mp-850213,Yb4Br6O,4.2518,"{'Yb': 8.0, 'Br': 12.0, 'O': 2.0}",22,0.00486693,"['Br', 'O', 'Yb']",557.926168416065
94988,mp-998561,CsSrCl3,5.2391,"{'Cs': 2.0, 'Sr': 2.0, 'Cl': 6.0}",10,0.0055395495,"['Cl', 'Cs', 'Sr']",368.9399361273
95004,mp-1020650,Sr3Ge2(B3O8)2,4.4199,"{'Sr': 3.0, 'Ge': 2.0, 'B': 6.0, 'O': 16.0}",27,0,"['B', 'Ge', 'O', 'Sr']",306.91259530085
95143,mp-1185942,MgS,3.3864,"{'Mg': 2.0, 'S': 2.0}",4,0.007040545000001,"['Mg', 'S']",92.3691796758779
95155,mp-1188228,KNbF6,5.1091,"{'K': 2.0, 'Nb': 2.0, 'F': 12.0}",16,0.00105671125,"['F', 'K', 'Nb']",288.290095523725
95184,mp-1196616,Ni2BiB(PO5)2,3.8564,"{'Ni': 4.0, 'Bi': 2.0, 'B': 2.0, 'P': 4.0, 'O': 20.0}",32,0.006256655104179,"['B', 'Bi', 'Ni', 'O', 'P']",353.676031798601
95313,mp-30952,GaCl3,4.1634,"{'Cl': 6.0, 'Ga': 2.0}",8,0,"['Ga', 'Cl']",280.52777450481
95318,mp-3143,Na2SO4,4.9638,"{'O': 8.0, 'Na': 4.0, 'S': 2.0}",14,0.003888605714286,"['Na', 'O', 'S']",181.793925665535
95319,mp-31488,Li3NbO4,3.7756,"{'Li': 12.0, 'Nb': 4.0, 'O': 16.0}",32,0,"['Li', 'Nb', 'O']",310.135339770185
95322,mp-3472,PbSO4,3.9977,"{'O': 16.0, 'S': 4.0, 'Pb': 4.0}",24,0,"['Pb', 'S', 'O']",333.933195407757
95323,mp-3996,GaAsO4,3.0695,"{'O': 12.0, 'Ga': 3.0, 'As': 3.0}",18,0,"['As', 'Ga', 'O']",263.541918027128
95325,mp-4867,CaAl4O7,3.9982,"{'O': 14.0, 'Al': 8.0, 'Ca': 2.0}",24,0,"['Ca', 'Al', 'O']",306.957449594343
95354,mp-560870,BaGa2B2O7,3.9868,"{'Ba': 2.0, 'Ga': 4.0, 'B': 4.0, 'O': 14.0}",24,0,"['B', 'Ba', 'Ga', 'O']",309.040845139375
95380,mp-6655,Y2Be2SiO7,5.1648,"{'Be': 4.0, 'O': 14.0, 'Si': 2.0, 'Y': 4.0}",24,0,"['Be', 'O', 'Si', 'Y']",259.337794978988
95419,mp-755417,Ba3(BO3)2,4.1698,"{'Ba': 6.0, 'B': 4.0, 'O': 12.0}",22,0,"['B', 'Ba', 'O']",370.106441061611
95525,mp-1080679,LiTaF6,6.2417,"{'Li': 1.0, 'Ta': 1.0, 'F': 6.0}",8,0.00526415125,"['F', 'Li', 'Ta']",118.838130839001
95556,mp-1138,LiF,8.7164,"{'Li': 1.0, 'F': 1.0}",2,0,"['Li', 'F']",17.0221540487321
95572,mp-1183115,AcAlO3,4.1045,"{'Ac': 1.0, 'Al': 1.0, 'O': 3.0}",5,0,"['Ac', 'Al', 'O']",58.6711621975599
95591,mp-1190125,Ba(BrF4)2,3.1848,"{'Ba': 2.0, 'Br': 4.0, 'F': 16.0}",22,0,"['Ba', 'Br', 'F']",399.975940948069
95787,mp-12626,K2SrBe2F8,7.1636,"{'Be': 2.0, 'F': 8.0, 'K': 2.0, 'Sr': 1.0}",13,0.002735152692308,"['Be', 'F', 'K', 'Sr']",180.762051738331
95800,mp-22951,BaIF,4.0263,"{'F': 2.0, 'I': 2.0, 'Ba': 2.0}",6,0,"['Ba', 'F', 'I']",180.599033765806
95827,mp-4648,KTeF5,5.2124,"{'F': 20.0, 'K': 4.0, 'Te': 4.0}",28,0,"['F', 'K', 'Te']",533.456667757209
95839,mp-555891,SiO2,5.3872,"{'Si': 4.0, 'O': 8.0}",12,0.007554203333333,"['O', 'Si']",200.423035940026
95846,mp-560037,Rb2NaBiF6,4.9389,"{'Rb': 2.0, 'Na': 1.0, 'Bi': 1.0, 'F': 6.0}",10,0,"['Rb', 'Na', 'Bi', 'F']",192.818794227543
95874,mp-6442,LiAl(Si2O5)2,5.3198,"{'Li': 2.0, 'O': 20.0, 'Al': 2.0, 'Si': 8.0}",32,0,"['Al', 'Li', 'O', 'Si']",444.926250264336
95949,mp-768240,BaY2F8,7.0525,"{'Ba': 1.0, 'Y': 2.0, 'F': 8.0}",11,0,"['Ba', 'Y', 'F']",160.212264271553
95993,mp-998592,RbCaI3,3.5985,"{'Rb': 4.0, 'Ca': 4.0, 'I': 12.0}",20,0,"['Ca', 'I', 'Rb']",878.948426304828
96182,mp-1220859,NaAlSi3O8,4.8321,"{'Na': 2.0, 'Al': 2.0, 'Si': 6.0, 'O': 16.0}",26,0.00591843423077,"['Al', 'Na', 'O', 'Si']",349.817756774895
96231,mp-17183,Na2BeSiO4,4.5437,"{'Be': 4.0, 'O': 16.0, 'Na': 8.0, 'Si': 4.0}",32,0,"['Be', 'Na', 'O', 'Si']",356.832748431329
96243,mp-18875,MgWO4,3.6809,"{'O': 8.0, 'Mg': 2.0, 'W': 2.0}",12,0,"['Mg', 'W', 'O']",137.559524803174
96262,mp-223,GeO2,3.2501,"{'O': 6.0, 'Ge': 3.0}",9,7.39200000001716E-05,"['Ge', 'O']",128.91415836144
96295,mp-29888,Er(ClO4)3,5.0121,"{'O': 24.0, 'Cl': 6.0, 'Er': 2.0}",32,0,"['Cl', 'Er', 'O']",431.608844777576
96343,mp-558170,Rb3PO4,3.6649,"{'Rb': 12.0, 'P': 4.0, 'O': 16.0}",32,0,"['O', 'P', 'Rb']",638.527256305857
96345,mp-558369,K2LiVO4,3.9773,"{'K': 4.0, 'Li': 2.0, 'V': 2.0, 'O': 8.0}",16,0,"['K', 'Li', 'O', 'V']",254.688053031788
96347,mp-558781,ScTaO4,4.0258,"{'Sc': 2.0, 'Ta': 2.0, 'O': 8.0}",12,0,"['Sc', 'Ta', 'O']",143.636883760101
96401,mp-7310,ZrPbF6,5.0299,"{'F': 12.0, 'Zr': 2.0, 'Pb': 2.0}",16,0,"['F', 'Pb', 'Zr']",236.633636385825
96543,mp-1086666,Sr2TaInO6,3.9309,"{'Sr': 2.0, 'Ta': 1.0, 'In': 1.0, 'O': 6.0}",10,0.004809906,"['In', 'O', 'Sr', 'Ta']",138.281328563824
96646,mp-1210466,Na2MgScF7,6.2361,"{'Na': 4.0, 'Mg': 2.0, 'Sc': 2.0, 'F': 14.0}",22,0,"['F', 'Mg', 'Na', 'Sc']",298.203653640006
96664,mp-1215818,ZnNiTe3O8,3.2161,"{'Zn': 2.0, 'Ni': 2.0, 'Te': 6.0, 'O': 16.0}",26,0.002149010961541,"['Ni', 'O', 'Te', 'Zn']",392.219732151273
96714,mp-14354,Rb2SrP2O7,4.7092,"{'O': 14.0, 'P': 4.0, 'Rb': 4.0, 'Sr': 2.0}",24,0,"['O', 'P', 'Rb', 'Sr']",407.359388777127
